treatment,species,fishID,daysExposed,daysUntilExp,tank,tankFishIdentifier,left,right,max,total,relLat,absLat,number,score
Control,Lemon,157,0,4,3,6-Mar,8,2,8,10,-60,60,9,0
Control,Lemon,157,0,4,3,6-Mar,8,2,8,10,-60,60,10,0
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,1,1
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,2,1
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,3,1
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,4,1
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,5,1
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,6,1
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,7,1
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,8,0
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,9,0
Control,Lemon,158,0,4,7,4-Jul,3,7,7,10,40,40,10,0
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,1,1
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,2,1
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,3,1
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,4,0
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,5,0
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,6,0
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,7,0
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,8,0
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,9,0
Control,Lemon,159,0,4,7,5-Jul,7,3,7,10,-40,40,10,0
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,1,1
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,2,1
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,3,1
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,4,1
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,5,1
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,6,1
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,7,0
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,8,0
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,9,0
Control,Lemon,160,0,4,7,6-Jul,4,6,6,10,20,20,10,0
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,1,1
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,2,1
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,3,1
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,4,1
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,5,1
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,6,0
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,7,0
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,8,0
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,9,0
Control,Lemon,161,0,4,3,7-Mar,5,5,5,10,0,0,10,0
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,1,1
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,2,1
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,3,1
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,4,1
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,5,1
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,6,1
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,7,0
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,8,0
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,9,0
Control,Lemon,162,0,4,3,8-Mar,4,6,6,10,20,20,10,0
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,1,1
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,2,1
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,3,1
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,4,1
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,5,1
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,6,1
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,7,1
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,8,0
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,9,0
Control,Lemon,163,0,4,7,7-Jul,3,7,7,10,40,40,10,0
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,1,1
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,2,1
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,3,1
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,4,1
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,5,1
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,6,1
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,7,1
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,8,0
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,9,0
Control,Lemon,164,0,6,8,1-Aug,3,7,7,10,40,40,10,0
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,1,1
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,2,1
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,3,1
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,4,1
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,5,1
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,6,1
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,7,0
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,8,0
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,9,0
Control,Lemon,165,0,6,8,2-Aug,4,6,6,10,20,20,10,0
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,1,1
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,2,1
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,3,1
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,4,1
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,5,0
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,6,0
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,7,0
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,8,0
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,9,0
Control,Lemon,166,0,6,8,3-Aug,6,4,6,10,-20,20,10,0
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,1,1
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,2,1
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,3,1
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,4,1
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,5,1
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,6,1
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,7,1
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,8,0
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,9,0
Control,Lemon,167,0,6,8,4-Aug,3,7,7,10,40,40,10,0
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,1,1
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,2,1
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,3,1
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,4,1
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,5,1
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,6,1
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,7,1
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,8,0
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,9,0
Control,Lemon,168,0,6,8,5-Aug,3,7,7,10,40,40,10,0
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,1,1
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,2,1
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,3,1
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,4,1
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,5,0
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,6,0
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,7,0
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,8,0
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,9,0
Control,Lemon,169,0,6,8,6-Aug,6,4,6,10,-20,20,10,0
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,1,1
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,2,1
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,3,1
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,4,1
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,5,1
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,6,0
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,7,0
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,8,0
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,9,0
Control,Lemon,170,0,6,8,8-Aug,5,5,5,10,0,0,10,0
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,1,1
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,2,1
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,3,1
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,4,0
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,5,0
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,6,0
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,7,0
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,8,0
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,9,0
CO2,Lemon,171,5,5,1,1-Jan,7,3,7,10,-40,40,10,0
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,1,1
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,2,1
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,3,1
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,4,1
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,5,1
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,6,1
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,7,1
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,8,0
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,9,0
CO2,Lemon,172,5,5,1,2-Jan,3,7,7,10,40,40,10,0
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,1,1
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,2,1
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,3,1
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,4,1
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,5,1
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,6,1
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,7,0
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,8,0
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,9,0
CO2,Lemon,173,5,5,1,3-Jan,4,6,6,10,20,20,10,0
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,1,1
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,2,1
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,3,0
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,4,0
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,5,0
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,6,0
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,7,0
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,8,0
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,9,0
CO2,Lemon,174,5,5,1,4-Jan,8,2,8,10,-60,60,10,0
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,1,1
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,2,1
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,3,1
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,4,1
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,5,1
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,6,1
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,7,1
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,8,1
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,9,0
CO2,Lemon,175,5,5,1,5-Jan,2,8,8,10,60,60,10,0
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,1,1
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,2,1
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,3,1
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,4,1
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,5,1
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,6,1
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,7,0
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,8,0
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,9,0
CO2,Lemon,176,5,5,2,2-Feb,4,6,6,10,20,20,10,0
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,1,1
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,2,1
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,3,1
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,4,1
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,5,1
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,6,1
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,7,0
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,8,0
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,9,0
CO2,Lemon,177,5,5,2,4-Feb,4,6,6,10,20,20,10,0
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,1,1
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,2,1
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,3,1
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,4,1
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,5,0
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,6,0
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,7,0
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,8,0
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,9,0
CO2,Lemon,178,5,5,2,5-Feb,6,4,6,10,-20,20,10,0
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,1,1
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,2,1
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,3,1
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,4,1
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,5,0
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,6,0
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,7,0
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,8,0
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,9,0
CO2,Lemon,179,5,5,2,7-Feb,6,4,6,10,-20,20,10,0
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,1,1
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,2,1
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,3,1
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,4,1
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,5,1
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,6,0
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,7,0
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,8,0
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,9,0
CO2,Lemon,180,5,5,5,1-May,5,5,5,10,0,0,10,0
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,1,1
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,2,1
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,3,1
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,4,1
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,5,1
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,6,0
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,7,0
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,8,0
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,9,0
CO2,Lemon,181,5,5,5,2-May,5,5,5,10,0,0,10,0
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,1,1
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,2,1
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,3,1
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,4,1
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,5,1
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,6,1
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,7,1
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,8,0
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,9,0
CO2,Lemon,182,5,5,5,4-May,3,7,7,10,40,40,10,0
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,1,1
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,2,1
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,3,1
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,4,1
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,5,1
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,6,0
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,7,0
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,8,0
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,9,0
CO2,Lemon,183,5,5,5,5-May,5,5,5,10,0,0,10,0
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,1,1
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,2,1
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,3,1
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,4,1
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,5,1
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,6,1
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,7,0
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,8,0
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,9,0
CO2,Lemon,184,5,5,5,6-May,4,6,6,10,20,20,10,0
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,1,1
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,2,1
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,3,1
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,4,1
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,5,1
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,6,1
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,7,1
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,8,0
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,9,0
CO2,Lemon,185,5,5,5,7-May,3,7,7,10,40,40,10,0
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,1,1
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,2,1
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,3,1
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,4,1
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,5,1
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,6,1
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,7,0
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,8,0
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,9,0
CO2,Lemon,186,5,5,5,8-May,4,6,6,10,20,20,10,0
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,1,1
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,2,1
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,3,1
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,4,1
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,5,0
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,6,0
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,7,0
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,8,0
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,9,0
CO2,Lemon,187,6,6,6,1-Jun,6,4,6,10,-20,20,10,0
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,1,1
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,2,1
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,3,1
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,4,1
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,5,1
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,6,0
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,7,0
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,8,0
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,9,0
CO2,Lemon,188,6,6,6,2-Jun,5,5,5,10,0,0,10,0
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,1,1
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,2,1
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,3,1
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,4,1
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,5,1
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,6,0
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,7,0
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,8,0
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,9,0
CO2,Lemon,189,6,6,6,3-Jun,5,5,5,10,0,0,10,0
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,1,1
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,2,1
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,3,1
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,4,0
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,5,0
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,6,0
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,7,0
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,8,0
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,9,0
CO2,Lemon,190,6,6,6,4-Jun,7,3,7,10,-40,40,10,0
